PARENT_NAME,PAYER_NAME,PAYER_ID,CREATED_AT
Froedtert Health,Network Health (WI),424,2026-03-02 07:06:46.961 -0500
Froedtert Health,,,2026-03-02 07:06:46.961 -0500
Gold Kidney Health,Gold Kidney Health,1204,2026-03-02 07:06:46.961 -0500
Gold Kidney Health,,,2026-03-02 07:06:46.961 -0500
Golden Valley Health,Central Valley PACE,1166,2026-03-02 07:06:46.961 -0500
Golden Valley Health,,,2026-03-02 07:06:46.961 -0500
Government Employees Health Association,Government Employees Health Association,245,2026-03-02 07:06:46.961 -0500
Government Employees Health Association,,,2026-03-02 07:06:46.961 -0500
Grand Traverse Pavilions,PACE North,1139,2026-03-02 07:06:46.961 -0500
Grand Traverse Pavilions,,,2026-03-02 07:06:46.961 -0500
Grane Healthcare,SeniorLIFE,845,2026-03-02 07:06:46.961 -0500
Grane Healthcare,,,2026-03-02 07:06:46.961 -0500
Group Health Cooperative Eau Claire,Group Health Cooperative of Eau Claire,250,2026-03-02 07:06:46.961 -0500
Group Health Cooperative Eau Claire,,,2026-03-02 07:06:46.961 -0500
Group Health Cooperative of South Central Wisconsin,Group Health Cooperative-SCW,251,2026-03-02 07:06:46.961 -0500
Group Health Cooperative of South Central Wisconsin,,,2026-03-02 07:06:46.961 -0500
Harbor Health Services,Harbor Health Services,259,2026-03-02 07:06:46.961 -0500
Harbor Health Services,,,2026-03-02 07:06:46.961 -0500
Hawaii Medical Assurance Association,Hawaii Medical Assurance Association,264,2026-03-02 07:06:46.961 -0500
Hawaii Medical Assurance Association,,,2026-03-02 07:06:46.961 -0500
Health Association of Niagara County,Complete Senior Care,848,2026-03-02 07:06:46.961 -0500
Health Association of Niagara County,,,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,BlueCross BlueShield Illinois,86,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,BlueCross BlueShield Montana,77,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,BlueCross BlueShield New Mexico,88,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,BlueCross BlueShield Oklahoma,89,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,BlueCross BlueShield Texas,91,2026-03-02 07:06:46.961 -0500
Health Care Service Corporation,,,2026-03-02 07:06:46.961 -0500
Health First (FL),Health First Health Plans (FL),273,2026-03-02 07:06:46.961 -0500
Health First (FL),,,2026-03-02 07:06:46.961 -0500
Health Plan of the Upper Ohio Valley,The Health Plan,287,2026-03-02 07:06:46.961 -0500
Health Plan of the Upper Ohio Valley,,,2026-03-02 07:06:46.961 -0500
Health Share of Oregon CCO,Health Share of Oregon CCO,902,2026-03-02 07:06:46.961 -0500
Health Share of Oregon CCO,,,2026-03-02 07:06:46.961 -0500
HealthPartners (MN),HealthPartners (MN),307,2026-03-02 07:06:46.961 -0500
HealthPartners (MN),HealthPartners UnityPoint Health,1049,2026-03-02 07:06:46.961 -0500
HealthPartners (MN),,,2026-03-02 07:06:46.961 -0500
Healthfirst (NY),Healthfirst (NY),299,2026-03-02 07:06:46.961 -0500
Healthfirst (NY),,,2026-03-02 07:06:46.961 -0500
Healthy Mississippi,Healthy Mississippi,1256,2026-03-02 07:06:46.961 -0500
Healthy Mississippi,,,2026-03-02 07:06:46.961 -0500
Hennepin Health,Hennepin Health,402,2026-03-02 07:06:46.961 -0500
Hennepin Health,,,2026-03-02 07:06:46.961 -0500
Henry Ford Health,HAP CareSource,406,2026-03-02 07:06:46.961 -0500
Henry Ford Health,Health Alliance Plan (MI),267,2026-03-02 07:06:46.961 -0500
Henry Ford Health,PACE Southeast Michigan,866,2026-03-02 07:06:46.961 -0500
Henry Ford Health,,,2026-03-02 07:06:46.961 -0500
High Desert PACE,High Desert PACE,1251,2026-03-02 07:06:46.961 -0500
High Desert PACE,,,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Blue Cross Blue Shield,321,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Blue Cross Blue Shield Delaware,97,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Blue Cross Blue Shield West Virginia,412,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Blue Cross Blue Shield Western New York,873,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Blue Shield Northeastern New York,874,2026-03-02 07:06:46.961 -0500
Highmark,Highmark Wholecare,240,2026-03-02 07:06:46.961 -0500
Highmark,,,2026-03-02 07:06:46.961 -0500
Hope of Southwest Florida,Hope Hospice and Community Services,725,2026-03-02 07:06:46.961 -0500
Hope of Southwest Florida,,,2026-03-02 07:06:46.961 -0500
Pace Organization of Rhode Island,PACE Organization of Rhode Island,450,2026-03-02 07:06:46.961 -0500
Pace Organization of Rhode Island,,,2026-03-02 07:06:46.961 -0500
PacificSource Health,PacificSource Health,453,2026-03-02 07:06:46.961 -0500
PacificSource Health,,,2026-03-02 07:06:46.961 -0500
Parkland Health and Hospital System,Parkland Community Health,457,2026-03-02 07:06:46.961 -0500
Parkland Health and Hospital System,,,2026-03-02 07:06:46.961 -0500
Partnership Health Plan (CA),Partnership Health Plan (CA),462,2026-03-02 07:06:46.961 -0500
Partnership Health Plan (CA),,,2026-03-02 07:06:46.961 -0500
Pennsylvania Public School Employees` Retirement,Pennsylvania Public School Employees' Retirement,744,2026-03-02 07:06:46.961 -0500
Pennsylvania Public School Employees` Retirement,,,2026-03-02 07:06:46.961 -0500
Perennial Consortium,Perennial Advantage,1165,2026-03-02 07:06:46.961 -0500
Perennial Consortium,,,2026-03-02 07:06:46.961 -0500
Pharmastar,Serenity Care,979,2026-03-02 07:06:46.961 -0500
Pharmastar,,,2026-03-02 07:06:46.961 -0500
Piedmont Health Services,Piedmont Health SeniorCare,795,2026-03-02 07:06:46.961 -0500
Piedmont Health Services,,,2026-03-02 07:06:46.961 -0500
Plan Medico Servicios de Salud Bella Vista,Plan Medico Servicios de Salud Bella Vista,1059,2026-03-02 07:06:46.961 -0500
Plan Medico Servicios de Salud Bella Vista,,,2026-03-02 07:06:46.961 -0500
Point32Health,CarePartners Connecticut,1115,2026-03-02 07:06:46.961 -0500
Point32Health,Harvard Pilgrim Health Care,262,2026-03-02 07:06:46.961 -0500
Point32Health,Tufts Health,601,2026-03-02 07:06:46.961 -0500
Point32Health,,,2026-03-02 07:06:46.961 -0500
Premera Blue Cross,LifeWise Health (WA),363,2026-03-02 07:06:46.961 -0500
Premera Blue Cross,Premera Blue Cross,496,2026-03-02 07:06:46.961 -0500
Premera Blue Cross,,,2026-03-02 07:06:46.961 -0500
Presbyterian Health,Presbyterian Health,499,2026-03-02 07:06:46.961 -0500
Presbyterian Health,,,2026-03-02 07:06:46.961 -0500
PrimeWest Health,PrimeWest Health,504,2026-03-02 07:06:46.961 -0500
PrimeWest Health,,,2026-03-02 07:06:46.961 -0500
Prisma Health,Prisma Health,1143,2026-03-02 07:06:46.961 -0500
Prisma Health,,,2026-03-02 07:06:46.961 -0500
Providence Health,Providence Health,510,2026-03-02 07:06:46.961 -0500
Providence Health,,,2026-03-02 07:06:46.961 -0500
Quartz Health,Quartz Health,1109,2026-03-02 07:06:46.961 -0500
Quartz Health,,,2026-03-02 07:06:46.961 -0500
Randolph Hospital,StayWell Senior Care,992,2026-03-02 07:06:46.961 -0500
Randolph Hospital,,,2026-03-02 07:06:46.961 -0500
Regents University of California,UCLA Health Medicare Advantage,1257,2026-03-02 07:06:46.961 -0500
Regents University of California,,,2026-03-02 07:06:46.961 -0500
Region VII AAA,Sunrise PACE,1192,2026-03-02 07:06:46.961 -0500
Region VII AAA,,,2026-03-02 07:06:46.961 -0500
Reid Health,Reid Health PACE,1172,2026-03-02 07:06:46.961 -0500
Reid Health,,,2026-03-02 07:06:46.961 -0500
Renown Health,Hometown Health,323,2026-03-02 07:06:46.961 -0500
Renown Health,,,2026-03-02 07:06:46.961 -0500
Rifkin Managed Care,Provider Partners Health,1031,2026-03-02 07:06:46.961 -0500
Rifkin Managed Care,,,2026-03-02 07:06:46.961 -0500
RiverSpring Health,RiverSpring Health,994,2026-03-02 07:06:46.961 -0500
RiverSpring Health,,,2026-03-02 07:06:46.961 -0500
Riverside Retirement Services,Riverside Retirement Services,739,2026-03-02 07:06:46.961 -0500
Riverside Retirement Services,,,2026-03-02 07:06:46.961 -0500
Rochester Regional Health,ElderONE,336,2026-03-02 07:06:46.961 -0500
Rochester Regional Health,,,2026-03-02 07:06:46.961 -0500
Rocky Mountain Health Care Services,Rocky Mountain PACE,796,2026-03-02 07:06:46.961 -0500
Rocky Mountain Health Care Services,,,2026-03-02 07:06:46.961 -0500
Rural Carrier Benefit,Rural Carrier Benefit,1113,2026-03-02 07:06:46.961 -0500
Rural Carrier Benefit,,,2026-03-02 07:06:46.961 -0500
Ryder Memorial Hospital,Ryder Health,1080,2026-03-02 07:06:46.961 -0500
Ryder Memorial Hospital,,,2026-03-02 07:06:46.961 -0500
SAMBA Health Benefit,SAMBA Health Benefit,1026,2026-03-02 07:06:46.961 -0500
SAMBA Health Benefit,,,2026-03-02 07:06:46.961 -0500
SCAN,SCAN Health,538,2026-03-02 07:06:46.961 -0500
SCAN,myPlace PACE,1238,2026-03-02 07:06:46.961 -0500
SCAN,,,2026-03-02 07:06:46.961 -0500
SIHO,MyTruAdvantage,1159,2026-03-02 07:06:46.961 -0500
SIHO,,,2026-03-02 07:06:46.961 -0500
Saint Francis Health,CommunityCare (OK),161,2026-03-02 07:06:46.961 -0500
Saint Francis Health,,,2026-03-02 07:06:46.961 -0500
Samaritan Health Services,Samaritan Health,530,2026-03-02 07:06:46.961 -0500
Samaritan Health Services,,,2026-03-02 07:06:46.961 -0500
San Ysidro Health,San Diego PACE,1000,2026-03-02 07:06:46.961 -0500
San Ysidro Health,,,2026-03-02 07:06:46.961 -0500
Sanford Health,Great Plains Medicare Advantage,1075,2026-03-02 07:06:46.961 -0500
Sanford Health,Sanford Health,533,2026-03-02 07:06:46.961 -0500
Sanford Health,Security Health (WI),544,2026-03-02 07:06:46.961 -0500
Sanford Health,,,2026-03-02 07:06:46.961 -0500
Schroer Group,Valor Health,1092,2026-03-02 07:06:46.961 -0500
Schroer Group,,,2026-03-02 07:06:46.961 -0500
Scripps Health,Scripps Health,1064,2026-03-02 07:06:46.961 -0500
Scripps Health,,,2026-03-02 07:06:46.961 -0500
Select Founders,Tribute Health,998,2026-03-02 07:06:46.961 -0500
Select Founders,,,2026-03-02 07:06:46.961 -0500
Sendero Health,Sendero Health,868,2026-03-02 07:06:46.961 -0500
Sendero Health,,,2026-03-02 07:06:46.961 -0500
SeniorSelect Partners,Simpra Advantage,1076,2026-03-02 07:06:46.961 -0500
SeniorSelect Partners,,,2026-03-02 07:06:46.961 -0500
Sentara Health,AvMed,61,2026-03-02 07:06:46.961 -0500
Sentara Health,Sentara Health,443,2026-03-02 07:06:46.961 -0500
Sentara Health,Sentara Life Care,741,2026-03-02 07:06:46.961 -0500
Sentara Health,,,2026-03-02 07:06:46.961 -0500
Sharp HealthCare,Sharp Health,554,2026-03-02 07:06:46.961 -0500
Sharp HealthCare,,,2026-03-02 07:06:46.961 -0500
Signature Advantage,Signature Advantage,1007,2026-03-02 07:06:46.961 -0500
Signature Advantage,,,2026-03-02 07:06:46.961 -0500
Sistemas Medicos Nacionales,SIMNSA Health,557,2026-03-02 07:06:46.961 -0500
Sistemas Medicos Nacionales,,,2026-03-02 07:06:46.961 -0500
Solis Health,Solis Health,1093,2026-03-02 07:06:46.961 -0500
Solis Health,,,2026-03-02 07:06:46.961 -0500
Sonder Health,Sonder Health,1164,2026-03-02 07:06:46.961 -0500
Sonder Health,,,2026-03-02 07:06:46.961 -0500
South Country Health Alliance,South Country Health Alliance,559,2026-03-02 07:06:46.961 -0500
South Country Health Alliance,,,2026-03-02 07:06:46.961 -0500
Southeastern Indiana Health Insurance,Southeastern Indiana Health (SIHO),561,2026-03-02 07:06:46.961 -0500
Southeastern Indiana Health Insurance,,,2026-03-02 07:06:46.961 -0500
Southwest Catholic Health,Mercy Care Plan (AZ),396,2026-03-02 07:06:46.961 -0500
Southwest Catholic Health,,,2026-03-02 07:06:46.961 -0500
St. Bernards Healthcare,Total Life Healthcare,793,2026-03-02 07:06:46.961 -0500
St. Bernards Healthcare,,,2026-03-02 07:06:46.961 -0500
St. Luke's Health,St. Luke's Health,1197,2026-03-02 07:06:46.961 -0500
St. Luke's Health,,,2026-03-02 07:06:46.961 -0500
A and D Charitable Foundation,Great Lakes PACE,1004,2026-03-02 07:06:46.961 -0500
A and D Charitable Foundation,,,2026-03-02 07:06:46.961 -0500
AIDS Healthcare Foundation,Positive Healthcare,10,2026-03-02 07:06:46.961 -0500
AIDS Healthcare Foundation,,,2026-03-02 07:06:46.961 -0500
APWU Health,APWU Health,1027,2026-03-02 07:06:46.961 -0500
APWU Health,,,2026-03-02 07:06:46.961 -0500
ATRIO Health,ATRIO Health,56,2026-03-02 07:06:46.961 -0500
ATRIO Health,,,2026-03-02 07:06:46.961 -0500
Advanced Health,Advanced Health,195,2026-03-02 07:06:46.961 -0500
Advanced Health,,,2026-03-02 07:06:46.961 -0500
AgeWell PACE,AgeWell PACE,1220,2026-03-02 07:06:46.961 -0500
AgeWell PACE,,,2026-03-02 07:06:46.961 -0500
Aging In Home Services Northeast IN,PACE Northeast Indiana,1187,2026-03-02 07:06:46.961 -0500
Aging In Home Services Northeast IN,,,2026-03-02 07:06:46.961 -0500
Alameda Alliance for Health,Alameda Alliance for Health,11,2026-03-02 07:06:46.961 -0500
Alameda Alliance for Health,,,2026-03-02 07:06:46.961 -0500
Alignment Healthcare USA,Alignment Health,141,2026-03-02 07:06:46.961 -0500
Alignment Healthcare USA,,,2026-03-02 07:06:46.961 -0500
Alliant Health,Alliant Health,14,2026-03-02 07:06:46.961 -0500
Alliant Health,,,2026-03-02 07:06:46.961 -0500
AlohaCare,AlohaCare,15,2026-03-02 07:06:46.961 -0500
AlohaCare,,,2026-03-02 07:06:46.961 -0500
Altamed Health Services,Altamed Health Services,16,2026-03-02 07:06:46.961 -0500
Altamed Health Services,,,2026-03-02 07:06:46.961 -0500
Amarillo Multiservice Center for the Aging,Amarillo Multiservice Center for the Aging,19,2026-03-02 07:06:46.961 -0500
Amarillo Multiservice Center for the Aging,,,2026-03-02 07:06:46.961 -0500
American Foreign Service Protective,American Foreign Service Protective Association,1111,2026-03-02 07:06:46.961 -0500
American Foreign Service Protective,,,2026-03-02 07:06:46.961 -0500
American Health,American Health Advantage,1134,2026-03-02 07:06:46.961 -0500
American Health,,,2026-03-02 07:06:46.961 -0500
Amida Care,Amida Care,831,2026-03-02 07:06:46.961 -0500
Amida Care,,,2026-03-02 07:06:46.961 -0500
Angle Health,Angle Health,1195,2026-03-02 07:06:46.961 -0500
Angle Health,,,2026-03-02 07:06:46.961 -0500
Antidote Health Group,Antidote Health,1244,2026-03-02 07:06:46.961 -0500
Antidote Health Group,,,2026-03-02 07:06:46.961 -0500
Appalachian Agency for Senior Citizens,Appalachian Agency for Senior Citizens,783,2026-03-02 07:06:46.961 -0500
Appalachian Agency for Senior Citizens,,,2026-03-02 07:06:46.961 -0500
Area Agency on Aging,PACE of Southwest Michigan,885,2026-03-02 07:06:46.961 -0500
Area Agency on Aging,,,2026-03-02 07:06:46.961 -0500
Arkansas BlueCross BlueShield,Arkansas BlueCross BlueShield,46,2026-03-02 07:06:46.961 -0500
Arkansas BlueCross BlueShield,,,2026-03-02 07:06:46.961 -0500
Asbury Communities,Albright Care Services,865,2026-03-02 07:06:46.961 -0500
Asbury Communities,,,2026-03-02 07:06:46.961 -0500
Ascendiun dba Blue Shield California,Blue Shield California,96,2026-03-02 07:06:46.961 -0500
Ascendiun dba Blue Shield California,,,2026-03-02 07:06:46.961 -0500
Ascension Health,Ascension Living Alexian PACE,12,2026-03-02 07:06:46.961 -0500
Ascension Health,Ascension Living HOPE,634,2026-03-02 07:06:46.961 -0500
Ascension Health,Ascension Living PACE Michigan,1016,2026-03-02 07:06:46.961 -0500
Ascension Health,Ascension Living St. Vincent PACE,1216,2026-03-02 07:06:46.961 -0500
Ascension Health,Dell Children's Health,553,2026-03-02 07:06:46.961 -0500
Ascension Health,,,2026-03-02 07:06:46.961 -0500
Aspirus Health,Aspirus Health,1038,2026-03-02 07:06:46.961 -0500
Aspirus Health,,,2026-03-02 07:06:46.961 -0500
Astiva Health,Astiva Health,1157,2026-03-02 07:06:46.961 -0500
Astiva Health,,,2026-03-02 07:06:46.961 -0500
AtlantiCare Health,AtlantiCare Health,1082,2026-03-02 07:06:46.961 -0500
AtlantiCare Health,,,2026-03-02 07:06:46.961 -0500
Aultman Health,AultCare,57,2026-03-02 07:06:46.961 -0500
Aultman Health,,,2026-03-02 07:06:46.961 -0500
Avera Health,Avera Health,59,2026-03-02 07:06:46.961 -0500
Avera Health,,,2026-03-02 07:06:46.961 -0500
Banner Health,Banner University Health,619,2026-03-02 07:06:46.961 -0500
Banner Health,,,2026-03-02 07:06:46.961 -0500
Baptist Health,Baptist Health PACE,1034,2026-03-02 07:06:46.961 -0500
Baptist Health,,,2026-03-02 07:06:46.961 -0500
BayCare Health,BayCare Plus,1097,2026-03-02 07:06:46.961 -0500
BayCare Health,,,2026-03-02 07:06:46.961 -0500
Baylor Scott and White,Baylor Scott and White,540,2026-03-02 07:06:46.961 -0500
Baylor Scott and White,FirstCare Health,231,2026-03-02 07:06:46.961 -0500
Baylor Scott and White,,,2026-03-02 07:06:46.961 -0500
Baystate Health,Health New England,278,2026-03-02 07:06:46.961 -0500
Baystate Health,,,2026-03-02 07:06:46.961 -0500
Bienvivir Senior Health,Bienvivir Senior Health,67,2026-03-02 07:06:46.961 -0500
Bienvivir Senior Health,,,2026-03-02 07:06:46.961 -0500
Blue Cross and Blue Shield of Alabama,Blue Cross and Blue Shield Alabama,70,2026-03-02 07:06:46.961 -0500
Blue Cross and Blue Shield of Alabama,Patrius Health,1205,2026-03-02 07:06:46.961 -0500
Blue Cross and Blue Shield of Alabama,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Arizona,BlueCross BlueShield Arizona,71,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Arizona,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Hawaii (HMSA),BlueCross BlueShield Hawaii (HMSA),263,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Hawaii (HMSA),,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Kansas,BlueCross BlueShield Kansas,73,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Kansas,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Kansas City,BlueCross BlueShield Kansas City,74,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Kansas City,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Louisiana,BlueCross BlueShield Louisiana,365,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Louisiana,Primewell Health Services,632,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Louisiana,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Massachusetts,BlueCross BlueShield Massachusetts,75,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Massachusetts,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Michigan,BlueCross BlueShield Michigan,87,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Michigan,BlueCross BlueShield Vermont,83,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Michigan,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Minnesota,BlueCross BlueShield Minnesota,76,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Minnesota,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Mississippi,BlueCross BlueShield Mississippi,98,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Mississippi,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Nebraska,BlueCross BlueShield Nebraska,78,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Nebraska,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield North Dakota,BlueCross BlueShield North Dakota,80,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield North Dakota,NextBlue North Dakota,1149,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield North Dakota,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Rhode Island,BlueCross BlueShield Rhode Island,69,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Rhode Island,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield South Carolina,BlueCross BlueShield South Carolina,82,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield South Carolina,InStil Health Insurance,339,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield South Carolina,,,2026-03-02 07:06:46.961 -0500
BlueCross BlueShield Tennessee,BlueCross BlueShield Tennessee,90,2026-03-02 07:06:46.961 -0500
St. Luke's Regional Health Center,Siouxland PACE,776,2026-03-02 07:06:46.961 -0500
St. Luke's Regional Health Center,,,2026-03-02 07:06:46.961 -0500
StarCare Specialty Health,Silver Star,825,2026-03-02 07:06:46.961 -0500
StarCare Specialty Health,,,2026-03-02 07:06:46.961 -0500
Summa Health System,SummaCare,572,2026-03-02 07:06:46.961 -0500
Summa Health System,,,2026-03-02 07:06:46.961 -0500
Sutter Health,Sutter Health Plan,579,2026-03-02 07:06:46.961 -0500
Sutter Health,,,2026-03-02 07:06:46.961 -0500
TRU Community Care,TRU PACE,1061,2026-03-02 07:06:46.961 -0500
TRU Community Care,,,2026-03-02 07:06:46.961 -0500
TakeCare,TakeCare,976,2026-03-02 07:06:46.961 -0500
TakeCare,,,2026-03-02 07:06:46.961 -0500
Texas Children's Hospital,Texas Children's Health,582,2026-03-02 07:06:46.961 -0500
Texas Children's Hospital,,,2026-03-02 07:06:46.961 -0500
Texas Independence Health,Texas Independence Health,1156,2026-03-02 07:06:46.961 -0500
Texas Independence Health,,,2026-03-02 07:06:46.961 -0500
TriWest Alliance,TriWest Healthcare,859,2026-03-02 07:06:46.961 -0500
TriWest Alliance,,,2026-03-02 07:06:46.961 -0500
Trinity Health,LIFE St. Joseph of the Pines,841,2026-03-02 07:06:46.961 -0500
Trinity Health,LIFE St. Mary,823,2026-03-02 07:06:46.961 -0500
Trinity Health,LIFE at Lourdes,805,2026-03-02 07:06:46.961 -0500
Trinity Health,Mercy LIFE,861,2026-03-02 07:06:46.961 -0500
Trinity Health,Mount Carmel MediGold,411,2026-03-02 07:06:46.961 -0500
Trinity Health,Saint Francis LIFE,1245,2026-03-02 07:06:46.961 -0500
Trinity Health,Saint Joseph PACE,1052,2026-03-02 07:06:46.961 -0500
Trinity Health,Senior Care Connection,551,2026-03-02 07:06:46.961 -0500
Trinity Health,Trinity Health Plan,1246,2026-03-02 07:06:46.961 -0500
Trinity Health,,,2026-03-02 07:06:46.961 -0500
Triton Health System,VIVA Health,639,2026-03-02 07:06:46.961 -0500
Triton Health System,,,2026-03-02 07:06:46.961 -0500
Troy Health,Troy Medicare,1130,2026-03-02 07:06:46.961 -0500
Troy Health,,,2026-03-02 07:06:46.961 -0500
UCare,UCare,604,2026-03-02 07:06:46.961 -0500
UCare,,,2026-03-02 07:06:46.961 -0500
UMass Memorial Health Ventures,Mass Advantage,1190,2026-03-02 07:06:46.961 -0500
UMass Memorial Health Ventures,,,2026-03-02 07:06:46.961 -0500
UNICO Premier,PruittHealth,1008,2026-03-02 07:06:46.961 -0500
UNICO Premier,,,2026-03-02 07:06:46.961 -0500
Ultimate Health,Ultimate Health,889,2026-03-02 07:06:46.961 -0500
Ultimate Health,,,2026-03-02 07:06:46.961 -0500
Union Health Service,Union Health Service,606,2026-03-02 07:06:46.961 -0500
Union Health Service,,,2026-03-02 07:06:46.961 -0500
United Methodist Retirement Communities,Huron Valley,971,2026-03-02 07:06:46.961 -0500
United Methodist Retirement Communities,Thome PACE,1020,2026-03-02 07:06:46.961 -0500
United Methodist Retirement Communities,,,2026-03-02 07:06:46.961 -0500
United Mine Workers,United Mine Workers,610,2026-03-02 07:06:46.961 -0500
United Mine Workers,,,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,KelseyCare Advantage,726,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,Peoples Health,580,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,Preferred Care Network,814,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,Preferred Care Partners (FL),485,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,Rocky Mountain Health,527,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,UnitedHealthcare,609,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,UnitedHealthcare Community Plan,829,2026-03-02 07:06:46.961 -0500
UnitedHealth Group,,,2026-03-02 07:06:46.961 -0500
Universal Health Services,Prominence Health,529,2026-03-02 07:06:46.961 -0500
Universal Health Services,,,2026-03-02 07:06:46.961 -0500
University Health Alliance (HI),University Health Alliance (HI),620,2026-03-02 07:06:46.961 -0500
University Health Alliance (HI),,,2026-03-02 07:06:46.961 -0500
University Health System (TX),Community First Health,151,2026-03-02 07:06:46.961 -0500
University Health System (TX),,,2026-03-02 07:06:46.961 -0500
University of Michigan Health-Sparrow,University of Michigan Health,473,2026-03-02 07:06:46.961 -0500
University of Michigan Health-Sparrow,,,2026-03-02 07:06:46.961 -0500
University of Pittsburgh Medical Center,Community LIFE,481,2026-03-02 07:06:46.961 -0500
University of Pittsburgh Medical Center,UPMC Health,624,2026-03-02 07:06:46.961 -0500
University of Pittsburgh Medical Center,,,2026-03-02 07:06:46.961 -0500
University of Utah Health,Health Choice Utah,869,2026-03-02 07:06:46.961 -0500
University of Utah Health,University of Utah Health Plans,316,2026-03-02 07:06:46.961 -0500
University of Utah Health,,,2026-03-02 07:06:46.961 -0500
Uphams Corner Health,Uphams Corner Health,623,2026-03-02 07:06:46.961 -0500
Uphams Corner Health,,,2026-03-02 07:06:46.961 -0500
Upper Peninsula Health,Upper Peninsula Health,625,2026-03-02 07:06:46.961 -0500
Upper Peninsula Health,,,2026-03-02 07:06:46.961 -0500
Utah Retirement,Utah Public Employees Health Program,1030,2026-03-02 07:06:46.961 -0500
Utah Retirement,,,2026-03-02 07:06:46.961 -0500
Valir Health,Valir PACE,993,2026-03-02 07:06:46.961 -0500
Valir Health,,,2026-03-02 07:06:46.961 -0500
Valley Health,Valley Health,630,2026-03-02 07:06:46.961 -0500
Valley Health,,,2026-03-02 07:06:46.961 -0500
Verda Healthcare,Verda Health Plan of Texas,1219,2026-03-02 07:06:46.961 -0500
Verda Healthcare,,,2026-03-02 07:06:46.961 -0500
Village Care of New York,VillageCare,996,2026-03-02 07:06:46.961 -0500
Village Care of New York,,,2026-03-02 07:06:46.961 -0500
Visiting Nurse Service,Visiting Nurse Service,640,2026-03-02 07:06:46.961 -0500
Visiting Nurse Service,,,2026-03-02 07:06:46.961 -0500
Volunteers of America National Services,Senior CommUnity Care,770,2026-03-02 07:06:46.961 -0500
Volunteers of America National Services,,,2026-03-02 07:06:46.961 -0500
WMI Mutual,WMI Mutual,1017,2026-03-02 07:06:46.961 -0500
WMI Mutual,,,2026-03-02 07:06:46.961 -0500
WPS Health,Wisconsin Physician's Service,651,2026-03-02 07:06:46.961 -0500
WPS Health,,,2026-03-02 07:06:46.961 -0500
Washington Regional Medical,PACE of the Ozarks,1119,2026-03-02 07:06:46.961 -0500
Washington Regional Medical,,,2026-03-02 07:06:46.961 -0500
WelbeHealth,Bay Area PACE,1239,2026-03-02 07:06:46.961 -0500
WelbeHealth,Inland Empire PACE,1249,2026-03-02 07:06:46.961 -0500
WelbeHealth,LA Coast PACE,1146,2026-03-02 07:06:46.961 -0500
WelbeHealth,Pacific PACE,1121,2026-03-02 07:06:46.961 -0500
WelbeHealth,Sequoia PACE,1168,2026-03-02 07:06:46.961 -0500
